Location,Date,StartTime,Ped,Bike,Other
LSB Entering Garage,1/25/2022,11:15 AM,2,0,0
LSB Entering Garage,1/25/2022,12:15 PM,1,0,0
LSB Entering Garage,1/25/2022,07:30 AM,0,0,0
LSB Entering Garage,1/25/2022,08:30 AM,0,0,0
LSB Entering Garage,1/25/2022,09:30 AM,0,0,0
LSB Entering Garage,1/25/2022,10:30 AM,0,0,0
LSB Entering Garage,1/25/2022,11:30 AM,0,0,0
LSB Entering Garage,1/25/2022,07:45 AM,2,0,0
LSB Entering Garage,1/25/2022,08:45 AM,1,0,0
LSB Entering Garage,1/25/2022,09:45 AM,0,0,0
LSB Entering Garage,1/25/2022,10:45 AM,0,0,0
LSB Entering Garage,1/25/2022,11:45 AM,1,0,0
LSB Entering Garage,1/26/2022,08:00 AM,1,0,0
LSB Entering Garage,1/26/2022,09:00 AM,0,0,0
LSB Entering Garage,1/26/2022,10:00 AM,0,0,0
LSB Entering Garage,1/26/2022,11:00 AM,0,0,0
LSB Entering Garage,1/26/2022,12:00 PM,0,0,0
LSB Entering Garage,1/26/2022,08:15 AM,0,0,0
LSB Entering Garage,1/26/2022,09:15 AM,0,0,0
LSB Entering Garage,1/26/2022,10:15 AM,0,0,0
LSB Entering Garage,1/26/2022,11:15 AM,0,0,0
LSB Entering Garage,1/26/2022,12:15 PM,0,0,0
LSB Entering Garage,1/26/2022,07:30 AM,0,0,0
LSB Entering Garage,1/26/2022,08:30 AM,3,0,0
LSB Entering Garage,1/26/2022,09:30 AM,0,0,0
LSB Entering Garage,1/26/2022,10:30 AM,0,0,0
LSB Entering Garage,1/26/2022,11:30 AM,1,0,0
LSB Entering Garage,1/26/2022,07:45 AM,1,0,0
LSB Entering Garage,1/26/2022,08:45 AM,2,1,0
LSB Entering Garage,1/26/2022,09:45 AM,0,0,0
LSB Entering Garage,1/26/2022,10:45 AM,0,0,0
LSB Entering Garage,1/26/2022,11:45 AM,0,1,0
LSB Entering Garage,1/27/2022,08:00 AM,1,0,0
LSB Entering Garage,1/27/2022,09:00 AM,0,0,0
LSB Entering Garage,1/27/2022,10:00 AM,1,0,0
LSB Entering Garage,1/27/2022,11:00 AM,3,0,0
LSB Entering Garage,1/27/2022,12:00 PM,0,0,0
LSB Entering Garage,1/27/2022,08:15 AM,1,0,0
LSB Entering Garage,1/27/2022,09:15 AM,1,0,0
LSB Entering Garage,1/27/2022,10:15 AM,0,0,0
LSB Entering Garage,1/27/2022,11:15 AM,0,0,0
LSB Entering Garage,1/27/2022,12:15 PM,0,0,0
LSB Entering Garage,1/27/2022,07:30 AM,0,0,0
LSB Entering Garage,1/27/2022,08:30 AM,0,0,0
LSB Entering Garage,1/27/2022,09:30 AM,0,0,0
LSB Entering Garage,1/27/2022,10:30 AM,0,0,0
LSB Entering Garage,1/27/2022,11:30 AM,0,0,0
LSB Entering Garage,1/27/2022,07:45 AM,0,0,0
LSB Entering Garage,1/27/2022,08:45 AM,0,0,0
LSB Entering Garage,1/27/2022,09:45 AM,0,0,0
LSB Entering Garage,1/27/2022,10:45 AM,1,0,0
LSB Entering Garage,1/27/2022,11:45 AM,0,0,0
LSB Entering from West Ramp,1/24/2022,08:00 AM,16,0,0
LSB Entering from West Ramp,1/24/2022,09:00 AM,17,0,0
LSB Entering from West Ramp,1/24/2022,10:00 AM,5,0,1
LSB Entering from West Ramp,1/24/2022,11:00 AM,12,0,0
LSB Entering from West Ramp,1/24/2022,12:00 PM,8,0,0
LSB Entering from West Ramp,1/24/2022,08:15 AM,11,0,0
LSB Entering from West Ramp,1/24/2022,09:15 AM,11,0,1
LSB Entering from West Ramp,1/24/2022,10:15 AM,4,0,0
LSB Entering from West Ramp,1/24/2022,11:15 AM,4,0,1
LSB Entering from West Ramp,1/24/2022,12:15 PM,6,0,0
LSB Entering from West Ramp,1/24/2022,07:30 AM,14,0,0
LSB Entering from West Ramp,1/24/2022,08:30 AM,18,0,1
LSB Entering from West Ramp,1/24/2022,09:30 AM,7,0,0
LSB Entering from West Ramp,1/24/2022,10:30 AM,4,0,0
LSB Entering from West Ramp,1/24/2022,11:30 AM,6,0,0
LSB Entering from West Ramp,1/24/2022,07:45 AM,59,0,1
LSB Entering from West Ramp,1/24/2022,08:45 AM,49,0,1
LSB Entering from West Ramp,1/24/2022,09:45 AM,28,0,1
LSB Entering from West Ramp,1/24/2022,10:45 AM,22,0,2
LSB Entering from West Ramp,1/24/2022,11:45 AM,15,0,0
LSB Entering from West Ramp,1/25/2022,08:00 AM,15,0,1
LSB Entering from West Ramp,1/25/2022,09:00 AM,14,0,0
LSB Entering from West Ramp,1/25/2022,10:00 AM,6,0,1
LSB Entering from West Ramp,1/25/2022,11:00 AM,6,0,0
LSB Entering from West Ramp,1/25/2022,12:00 PM,15,0,0
LSB Entering from West Ramp,1/25/2022,08:15 AM,10,0,0
LSB Entering from West Ramp,1/25/2022,09:15 AM,37,0,0
LSB Entering from West Ramp,1/25/2022,10:15 AM,2,0,0
LSB Entering from West Ramp,1/25/2022,11:15 AM,9,0,0
LSB Entering from West Ramp,1/25/2022,12:15 PM,25,0,2
LSB Entering from West Ramp,1/25/2022,07:30 AM,17,0,0
LSB Entering from West Ramp,1/25/2022,08:30 AM,15,0,0
LSB Entering from West Ramp,1/25/2022,09:30 AM,15,0,0
LSB Entering from West Ramp,1/25/2022,10:30 AM,20,0,0
LSB Entering from West Ramp,1/25/2022,11:30 AM,10,0,0
LSB Entering from West Ramp,1/25/2022,07:45 AM,50,0,1
LSB Entering from West Ramp,1/25/2022,08:45 AM,21,0,0
LSB Entering from West Ramp,1/25/2022,09:45 AM,10,0,0
LSB Entering from West Ramp,1/25/2022,10:45 AM,8,0,0
LSB Entering from West Ramp,1/25/2022,11:45 AM,16,0,0
LSB Entering from West Ramp,1/26/2022,08:00 AM,16,0,0
LSB Entering from West Ramp,1/26/2022,09:00 AM,22,0,0
LSB Entering from West Ramp,1/26/2022,10:00 AM,12,0,0
LSB Entering from West Ramp,1/26/2022,11:00 AM,7,0,0
LSB Entering from West Ramp,1/26/2022,12:00 PM,6,0,0
LSB Entering from West Ramp,1/26/2022,08:15 AM,12,0,0
LSB Entering from West Ramp,1/26/2022,09:15 AM,22,0,0
LSB Entering from West Ramp,1/26/2022,10:15 AM,4,0,0
LSB Entering from West Ramp,1/26/2022,11:15 AM,3,0,0
LSB Entering from West Ramp,1/26/2022,12:15 PM,4,0,0
LSB Entering from West Ramp,1/26/2022,07:30 AM,9,0,0
LSB Entering from West Ramp,1/26/2022,08:30 AM,19,0,1
LSB Entering from West Ramp,1/26/2022,09:30 AM,20,0,0
LSB Entering from West Ramp,1/26/2022,10:30 AM,7,0,0
LSB Entering from West Ramp,1/26/2022,11:30 AM,8,0,0
LSB Entering from West Ramp,1/26/2022,07:45 AM,55,0,0
LSB Entering from West Ramp,1/26/2022,08:45 AM,44,0,2
LSB Entering from West Ramp,1/26/2022,09:45 AM,29,0,0
LSB Entering from West Ramp,1/26/2022,10:45 AM,31,0,1
LSB Entering from West Ramp,1/26/2022,11:45 AM,18,0,0
LSB Entering from West Ramp,1/27/2022,08:00 AM,23,0,0
LSB Entering from West Ramp,1/27/2022,09:00 AM,18,0,0
LSB Entering from West Ramp,1/27/2022,10:00 AM,5,0,0
LSB Entering from West Ramp,1/27/2022,11:00 AM,11,0,0
LSB Entering from West Ramp,1/27/2022,12:00 PM,10,0,2
LSB Entering from West Ramp,1/27/2022,08:15 AM,6,0,0
LSB Entering from West Ramp,1/27/2022,09:15 AM,38,0,0
LSB Entering from West Ramp,1/27/2022,10:15 AM,5,0,1
LSB Entering from West Ramp,1/27/2022,11:15 AM,5,0,0
LSB Entering from West Ramp,1/27/2022,12:15 PM,11,0,0
LSB Entering from West Ramp,1/27/2022,07:30 AM,18,0,0
LSB Entering from West Ramp,1/27/2022,08:30 AM,16,0,0
LSB Entering from West Ramp,1/27/2022,09:30 AM,17,0,0
LSB Entering from West Ramp,1/27/2022,10:30 AM,7,0,1
LSB Entering from West Ramp,1/27/2022,11:30 AM,8,0,0
LSB Entering from West Ramp,1/27/2022,07:45 AM,35,0,1
LSB Entering from West Ramp,1/27/2022,08:45 AM,24,0,0
LSB Entering from West Ramp,1/27/2022,09:45 AM,9,0,0
LSB Entering from West Ramp,1/27/2022,10:45 AM,19,0,0
LSB Entering from West Ramp,1/27/2022,11:45 AM,23,0,0
LSB EXT East North,1/24/2022,08:00 AM,13,0,0
LSB EXT East North,1/24/2022,09:00 AM,12,0,0
LSB EXT East North,1/24/2022,10:00 AM,10,0,0
LSB EXT East North,1/24/2022,11:00 AM,8,0,0
LSB EXT East North,1/24/2022,12:00 PM,8,0,0
LSB EXT East North,1/24/2022,08:15 AM,3,0,0
LSB EXT East North,1/24/2022,09:15 AM,21,0,0
LSB EXT East North,1/24/2022,10:15 AM,12,0,0
LSB EXT East North,1/24/2022,11:15 AM,5,0,0
LSB EXT East North,1/24/2022,12:15 PM,26,0,0
LSB EXT East North,1/24/2022,07:30 AM,15,0,0
LSB EXT East North,1/24/2022,08:30 AM,8,0,0
LSB EXT East North,1/24/2022,09:30 AM,15,0,0
LSB EXT East North,1/24/2022,10:30 AM,8,0,0
LSB EXT East North,1/24/2022,11:30 AM,10,0,0
LSB EXT East North,1/24/2022,07:45 AM,59,0,0
LSB EXT East North,1/24/2022,08:45 AM,68,0,1
LSB EXT East North,1/24/2022,09:45 AM,60,0,0
LSB EXT East North,1/24/2022,10:45 AM,53,0,0
LSB EXT East North,1/24/2022,11:45 AM,31,0,0
LSB EXT East North,1/25/2022,08:00 AM,14,0,0
LSB EXT East North,1/25/2022,09:00 AM,20,0,0
LSB EXT East North,1/25/2022,10:00 AM,8,0,0
LSB EXT East North,1/25/2022,11:00 AM,5,0,0
LSB EXT East North,1/25/2022,12:00 PM,14,0,1
LSB EXT East North,1/25/2022,08:15 AM,5,0,0
LSB EXT East North,1/25/2022,09:15 AM,60,0,0
LSB EXT East North,1/25/2022,10:15 AM,9,0,0
LSB EXT East North,1/25/2022,11:15 AM,5,0,0
LSB EXT East North,1/25/2022,12:15 PM,61,0,3
LSB EXT East North,1/25/2022,07:30 AM,16,0,0
LSB EXT East North,1/25/2022,08:30 AM,6,0,0
LSB EXT East North,1/25/2022,09:30 AM,13,0,0
LSB EXT East North,1/25/2022,10:30 AM,11,0,0
LSB EXT East North,1/25/2022,11:30 AM,7,0,0
LSB EXT East North,1/25/2022,07:45 AM,60,0,2
LSB EXT East North,1/25/2022,08:45 AM,42,0,0
LSB EXT East North,1/25/2022,09:45 AM,40,0,0
LSB EXT East North,1/25/2022,10:45 AM,17,0,1
LSB EXT East North,1/25/2022,11:45 AM,27,0,0
LSB EXT East North,1/26/2022,08:00 AM,17,0,0
LSB EXT East North,1/26/2022,09:00 AM,16,0,0
LSB EXT East North,1/26/2022,10:00 AM,10,0,1
LSB EXT East North,1/26/2022,11:00 AM,7,0,0
LSB EXT East North,1/26/2022,12:00 PM,13,0,0
LSB EXT East North,1/26/2022,08:15 AM,5,0,0
LSB EXT East North,1/26/2022,09:15 AM,25,0,0
LSB EXT East North,1/26/2022,10:15 AM,5,0,0
LSB EXT East North,1/26/2022,11:15 AM,5,0,0
LSB EXT East North,1/26/2022,12:15 PM,21,0,0
LSB EXT East North,1/26/2022,07:30 AM,14,0,0
LSB EXT East North,1/26/2022,08:30 AM,8,0,0
LSB EXT East North,1/26/2022,09:30 AM,20,0,1
LSB EXT East North,1/26/2022,10:30 AM,12,0,1
LSB EXT East North,1/26/2022,11:30 AM,9,0,0
LSB EXT East North,1/26/2022,07:45 AM,55,0,0
LSB EXT East North,1/26/2022,08:45 AM,57,0,0
LSB EXT East North,1/26/2022,09:45 AM,70,0,1
LSB EXT East North,1/26/2022,10:45 AM,59,0,1
LSB EXT East North,1/26/2022,11:45 AM,29,0,0
LSB EXT East North,1/27/2022,08:00 AM,13,0,0
LSB EXT East North,1/27/2022,09:00 AM,18,0,0
LSB EXT East North,1/27/2022,10:00 AM,8,0,0
LSB EXT East North,1/27/2022,11:00 AM,11,0,0
LSB EXT East North,1/27/2022,12:00 PM,14,0,0
LSB EXT East North,1/27/2022,08:15 AM,5,0,0
LSB EXT East North,1/27/2022,09:15 AM,57,0,1
LSB EXT East North,1/27/2022,10:15 AM,9,0,0
LSB EXT East North,1/27/2022,11:15 AM,5,0,0
LSB EXT East North,1/27/2022,12:15 PM,43,0,1
LSB EXT East North,1/27/2022,07:30 AM,13,0,0
LSB EXT East North,1/27/2022,08:30 AM,6,0,0
LSB EXT East North,1/27/2022,09:30 AM,11,0,0
LSB EXT East North,1/27/2022,10:30 AM,4,0,0
LSB EXT East North,1/27/2022,11:30 AM,6,0,0
LSB EXT East North,1/27/2022,07:45 AM,49,0,1
LSB EXT East North,1/27/2022,08:45 AM,42,0,0
LSB EXT East North,1/27/2022,09:45 AM,36,0,0
LSB EXT East North,1/27/2022,10:45 AM,29,0,0
LSB EXT East North,1/27/2022,11:45 AM,18,0,0
MSR Ramp East 4cam,1/24/2022,08:00 AM,33,4,2
MSR Ramp East 4cam,1/24/2022,09:00 AM,59,3,3
MSR Ramp East 4cam,1/24/2022,10:00 AM,25,3,0
MSR Ramp East 4cam,1/24/2022,11:00 AM,23,2,1
MSR Ramp East 4cam,1/24/2022,12:00 PM,18,3,0
MSR Ramp East 4cam,1/24/2022,08:15 AM,21,2,0
MSR Ramp East 4cam,1/24/2022,09:15 AM,64,2,2
MSR Ramp East 4cam,1/24/2022,10:15 AM,27,0,1
MSR Ramp East 4cam,1/24/2022,11:15 AM,16,0,0
MSR Ramp East 4cam,1/24/2022,12:15 PM,24,1,1
MSR Ramp East 4cam,1/24/2022,07:30 AM,35,0,0
MSR Ramp East 4cam,1/24/2022,08:30 AM,80,3,1
MSR Ramp East 4cam,1/24/2022,09:30 AM,58,2,0
MSR Ramp East 4cam,1/24/2022,10:30 AM,30,5,1
MSR Ramp East 4cam,1/24/2022,11:30 AM,25,0,0
MSR Ramp East 4cam,1/24/2022,07:45 AM,174,16,3
MSR Ramp East 4cam,1/24/2022,08:45 AM,298,9,4
MSR Ramp East 4cam,1/24/2022,09:45 AM,171,12,3
MSR Ramp East 4cam,1/24/2022,10:45 AM,133,4,0
MSR Ramp East 4cam,1/24/2022,11:45 AM,74,3,1
MSR Ramp East 4cam,1/25/2022,08:00 AM,41,3,0
MSR Ramp East 4cam,1/25/2022,09:00 AM,57,3,2
MSR Ramp East 4cam,1/25/2022,10:00 AM,26,2,1
MSR Ramp East 4cam,1/25/2022,11:00 AM,20,1,1
MSR Ramp East 4cam,1/25/2022,12:00 PM,42,1,1
MSR Ramp East 4cam,1/25/2022,08:15 AM,27,1,0
MSR Ramp East 4cam,1/25/2022,09:15 AM,135,6,3
MSR Ramp East 4cam,1/25/2022,10:15 AM,13,1,0
MSR Ramp East 4cam,1/25/2022,11:15 AM,13,3,1
MSR Ramp East 4cam,1/25/2022,12:15 PM,124,8,0
MSR Ramp East 4cam,1/25/2022,07:30 AM,44,4,1
MSR Ramp East 4cam,1/25/2022,08:30 AM,54,0,1
MSR Ramp East 4cam,1/25/2022,09:30 AM,62,0,0
MSR Ramp East 4cam,1/25/2022,10:30 AM,20,2,0
MSR Ramp East 4cam,1/25/2022,11:30 AM,34,0,4
MSR Ramp East 4cam,1/25/2022,07:45 AM,180,16,0
MSR Ramp East 4cam,1/25/2022,08:45 AM,149,7,1
MSR Ramp East 4cam,1/25/2022,09:45 AM,72,1,1
MSR Ramp East 4cam,1/25/2022,10:45 AM,28,2,0
MSR Ramp East 4cam,1/25/2022,11:45 AM,110,6,1
MSR Ramp East 4cam,1/26/2022,08:00 AM,37,8,2
MSR Ramp East 4cam,1/26/2022,09:00 AM,72,6,1
MSR Ramp East 4cam,1/26/2022,10:00 AM,36,0,0
MSR Ramp East 4cam,1/26/2022,11:00 AM,20,0,0
MSR Ramp East 4cam,1/26/2022,12:00 PM,33,0,0
MSR Ramp East 4cam,1/26/2022,08:15 AM,18,2,1
MSR Ramp East 4cam,1/26/2022,09:15 AM,57,3,3
MSR Ramp East 4cam,1/26/2022,10:15 AM,15,2,1
MSR Ramp East 4cam,1/26/2022,11:15 AM,17,0,0
MSR Ramp East 4cam,1/26/2022,12:15 PM,21,1,1
MSR Ramp East 4cam,1/26/2022,07:30 AM,34,2,0
MSR Ramp East 4cam,1/26/2022,08:30 AM,71,6,1
MSR Ramp East 4cam,1/26/2022,09:30 AM,42,1,1
MSR Ramp East 4cam,1/26/2022,10:30 AM,38,2,0
MSR Ramp East 4cam,1/26/2022,11:30 AM,25,0,0
MSR Ramp East 4cam,1/26/2022,07:45 AM,188,9,3
MSR Ramp East 4cam,1/26/2022,08:45 AM,269,7,3
MSR Ramp East 4cam,1/26/2022,09:45 AM,180,13,1
MSR Ramp East 4cam,1/26/2022,10:45 AM,119,3,1
MSR Ramp East 4cam,1/26/2022,11:45 AM,83,4,0
MSR Ramp East 4cam,1/27/2022,08:00 AM,45,4,0
MSR Ramp East 4cam,1/27/2022,09:00 AM,86,5,1
MSR Ramp East 4cam,1/27/2022,10:00 AM,24,3,0
MSR Ramp East 4cam,1/27/2022,11:00 AM,25,1,0
MSR Ramp East 4cam,1/27/2022,12:00 PM,45,2,0
MSR Ramp East 4cam,1/27/2022,08:15 AM,22,1,0
MSR Ramp East 4cam,1/27/2022,09:15 AM,146,10,2
MSR Ramp East 4cam,1/27/2022,10:15 AM,14,0,1
MSR Ramp East 4cam,1/27/2022,11:15 AM,22,2,0
MSR Ramp East 4cam,1/27/2022,12:15 PM,101,8,0
MSR Ramp East 4cam,1/27/2022,07:30 AM,34,1,0
MSR Ramp East 4cam,1/27/2022,08:30 AM,55,4,2
MSR Ramp East 4cam,1/27/2022,09:30 AM,39,0,1
MSR Ramp East 4cam,1/27/2022,10:30 AM,23,0,0
MSR Ramp East 4cam,1/27/2022,11:30 AM,27,1,0
MSR Ramp East 4cam,1/27/2022,07:45 AM,176,13,1
MSR Ramp East 4cam,1/27/2022,08:45 AM,172,10,3
MSR Ramp East 4cam,1/27/2022,09:45 AM,74,1,5
MSR Ramp East 4cam,1/27/2022,10:45 AM,47,1,1
MSR Ramp East 4cam,1/27/2022,11:45 AM,72,4,2
MSR Hill Stairs 4cam East,1/24/2022,08:00 AM,32,0,0
MSR Hill Stairs 4cam East,1/24/2022,09:00 AM,34,0,0
MSR Hill Stairs 4cam East,1/24/2022,10:00 AM,20,0,0
MSR Hill Stairs 4cam East,1/24/2022,11:00 AM,16,0,0
MSR Hill Stairs 4cam East,1/24/2022,12:00 PM,8,0,0
MSR Hill Stairs 4cam East,1/24/2022,08:15 AM,33,0,0
MSR Hill Stairs 4cam East,1/24/2022,09:15 AM,43,0,0
MSR Hill Stairs 4cam East,1/24/2022,10:15 AM,12,0,0
MSR Hill Stairs 4cam East,1/24/2022,11:15 AM,9,0,0
MSR Hill Stairs 4cam East,1/24/2022,12:15 PM,14,0,0
MSR Hill Stairs 4cam East,1/24/2022,07:30 AM,33,0,0
MSR Hill Stairs 4cam East,1/24/2022,08:30 AM,27,0,0
MSR Hill Stairs 4cam East,1/24/2022,09:30 AM,32,0,0
MSR Hill Stairs 4cam East,1/24/2022,10:30 AM,18,0,0
MSR Hill Stairs 4cam East,1/24/2022,11:30 AM,5,0,0
MSR Hill Stairs 4cam East,1/24/2022,07:45 AM,123,0,0
MSR Hill Stairs 4cam East,1/24/2022,08:45 AM,139,0,0
MSR Hill Stairs 4cam East,1/24/2022,09:45 AM,69,0,0
MSR Hill Stairs 4cam East,1/24/2022,10:45 AM,69,0,0
MSR Hill Stairs 4cam East,1/24/2022,11:45 AM,33,0,0
MSR Hill Stairs 4cam East,1/25/2022,08:00 AM,30,1,0
MSR Hill Stairs 4cam East,1/25/2022,09:00 AM,28,0,0
MSR Hill Stairs 4cam East,1/25/2022,10:00 AM,13,0,0
MSR Hill Stairs 4cam East,1/25/2022,11:00 AM,12,0,0
MSR Hill Stairs 4cam East,1/25/2022,12:00 PM,31,0,0
MSR Hill Stairs 4cam East,1/25/2022,08:15 AM,14,0,0
MSR Hill Stairs 4cam East,1/25/2022,09:15 AM,92,0,0
MSR Hill Stairs 4cam East,1/25/2022,10:15 AM,5,0,0
MSR Hill Stairs 4cam East,1/25/2022,11:15 AM,4,0,0
MSR Hill Stairs 4cam East,1/25/2022,12:15 PM,53,0,0
MSR Hill Stairs 4cam East,1/25/2022,07:30 AM,34,0,0
MSR Hill Stairs 4cam East,1/25/2022,08:30 AM,29,0,0
MSR Hill Stairs 4cam East,1/25/2022,09:30 AM,20,0,0
MSR Hill Stairs 4cam East,1/25/2022,10:30 AM,14,0,0
MSR Hill Stairs 4cam East,1/25/2022,11:30 AM,17,0,0
MSR Hill Stairs 4cam East,1/25/2022,07:45 AM,147,0,0
MSR Hill Stairs 4cam East,1/25/2022,08:45 AM,73,0,0
MSR Hill Stairs 4cam East,1/25/2022,09:45 AM,42,0,0
MSR Hill Stairs 4cam East,1/25/2022,10:45 AM,13,0,0
MSR Hill Stairs 4cam East,1/25/2022,11:45 AM,48,0,0
MSR Hill Stairs 4cam East,1/26/2022,08:00 AM,40,0,0
MSR Hill Stairs 4cam East,1/26/2022,09:00 AM,46,0,0
MSR Hill Stairs 4cam East,1/26/2022,10:00 AM,10,0,0
MSR Hill Stairs 4cam East,1/26/2022,11:00 AM,7,0,0
MSR Hill Stairs 4cam East,1/26/2022,12:00 PM,16,0,0
MSR Hill Stairs 4cam East,1/26/2022,08:15 AM,24,0,0
MSR Hill Stairs 4cam East,1/26/2022,09:15 AM,32,0,0
MSR Hill Stairs 4cam East,1/26/2022,10:15 AM,2,0,0
MSR Hill Stairs 4cam East,1/26/2022,11:15 AM,6,0,0
MSR Hill Stairs 4cam East,1/26/2022,12:15 PM,16,0,0
MSR Hill Stairs 4cam East,1/26/2022,07:30 AM,36,0,0
MSR Hill Stairs 4cam East,1/26/2022,08:30 AM,33,0,0
MSR Hill Stairs 4cam East,1/26/2022,09:30 AM,19,0,0
MSR Hill Stairs 4cam East,1/26/2022,10:30 AM,18,0,0
MSR Hill Stairs 4cam East,1/26/2022,11:30 AM,10,0,0
MSR Hill Stairs 4cam East,1/26/2022,07:45 AM,128,0,0
MSR Hill Stairs 4cam East,1/26/2022,08:45 AM,161,0,1
MSR Hill Stairs 4cam East,1/26/2022,09:45 AM,78,0,0
MSR Hill Stairs 4cam East,1/26/2022,10:45 AM,61,0,1
MSR Hill Stairs 4cam East,1/26/2022,11:45 AM,39,0,1
MSR Hill Stairs 4cam East,1/27/2022,08:00 AM,30,0,1
MSR Hill Stairs 4cam East,1/27/2022,09:00 AM,39,0,0
MSR Hill Stairs 4cam East,1/27/2022,10:00 AM,16,0,0
MSR Hill Stairs 4cam East,1/27/2022,11:00 AM,9,0,0
MSR Hill Stairs 4cam East,1/27/2022,12:00 PM,18,0,0
MSR Hill Stairs 4cam East,1/27/2022,08:15 AM,18,0,0
MSR Hill Stairs 4cam East,1/27/2022,09:15 AM,94,0,1
MSR Hill Stairs 4cam East,1/27/2022,10:15 AM,6,0,0
MSR Hill Stairs 4cam East,1/27/2022,11:15 AM,10,0,0
MSR Hill Stairs 4cam East,1/27/2022,12:15 PM,57,0,0
MSR Hill Stairs 4cam East,1/27/2022,07:30 AM,28,0,0
MSR Hill Stairs 4cam East,1/27/2022,08:30 AM,29,0,0
MSR Hill Stairs 4cam East,1/27/2022,09:30 AM,22,0,0
MSR Hill Stairs 4cam East,1/27/2022,10:30 AM,12,0,0
MSR Hill Stairs 4cam East,1/27/2022,11:30 AM,14,0,0
MSR Hill Stairs 4cam East,1/27/2022,07:45 AM,154,0,0
MSR Hill Stairs 4cam East,1/27/2022,08:45 AM,71,0,0
MSR Hill Stairs 4cam East,1/27/2022,09:45 AM,46,0,0
MSR Hill Stairs 4cam East,1/27/2022,10:45 AM,26,0,0
MSR Hill Stairs 4cam East,1/27/2022,11:45 AM,22,0,0
